Indicador;Localidad;Ano;Valor
Número de homicidios CICRI;SANTA FE;2016;58
Número de hurtos a personas;SANTA FE;2016;2102
Número de hurtos a vehículos;SANTA FE;2016;17
Número de hurto a establecimientos de comercio;SANTA FE;2016;140
Número de hurtos a residencias;SANTA FE;2016;40
Número de lesiones comunes;SANTA FE;2016;789
Número de homicidios CICRI;SUBA;2016;93
Número de hurtos a personas;SUBA;2016;3913
Número de hurtos a vehículos;SUBA;2016;201
Número de hurto a establecimientos de comercio;SUBA;2016;562
Número de hurtos a residencias;SUBA;2016;814
Número de lesiones comunes;SUBA;2016;1893
Número de hurtos a personas;SUMAPAZ;2016;0
Número de lesiones comunes;SUMAPAZ;2016;0
Número de homicidios CICRI;TEUSAQUILLO;2016;9
Número de hurtos a personas;TEUSAQUILLO;2016;2357
Número de hurtos a vehículos;TEUSAQUILLO;2016;81
Número de hurto a establecimientos de comercio;TEUSAQUILLO;2016;335
Número de hurtos a residencias;TEUSAQUILLO;2016;91
Número de lesiones comunes;TEUSAQUILLO;2016;499
Número de homicidios CICRI;TUNJUELITO;2016;34
Número de hurtos a personas;TUNJUELITO;2016;969
Número de hurtos a vehículos;TUNJUELITO;2016;104
Número de hurto a establecimientos de comercio;TUNJUELITO;2016;87
Número de hurtos a residencias;TUNJUELITO;2016;84
Número de lesiones comunes;TUNJUELITO;2016;579
Número de homicidios CICRI;USAQUÉN;2016;35
Número de hurtos a personas;USAQUÉN;2016;2974
Número de hurtos a vehículos;USAQUÉN;2016;68
Número de hurto a establecimientos de comercio;USAQUÉN;2016;350
Número de hurtos a residencias;USAQUÉN;2016;588
Número de lesiones comunes;USAQUÉN;2016;959
Número de homicidios CICRI;USME;2016;114
Número de hurtos a personas;USME;2016;795
Número de hurtos a vehículos;USME;2016;75
Número de hurto a establecimientos de comercio;USME;2016;84
Número de hurtos a residencias;USME;2016;148
Número de lesiones comunes;USME;2016;1182
Número de homicidios CICRI;ANTONIO NARIÑO;2017;13
Número de hurtos a personas;ANTONIO NARIÑO;2017;1565
Número de hurtos a vehículos;ANTONIO NARIÑO;2017;124
Número de hurto a establecimientos de comercio;ANTONIO NARIÑO;2017;621
Número de hurtos a residencias;ANTONIO NARIÑO;2017;125
Número de lesiones comunes;ANTONIO NARIÑO;2017;488
Número de homicidios CICRI;BARRIOS UNIDOS;2017;12
Número de hurtos a personas;BARRIOS UNIDOS;2017;3482
Número de hurtos a vehículos;BARRIOS UNIDOS;2017;84
Número de hurto a establecimientos de comercio;BARRIOS UNIDOS;2017;661
Número de hurtos a residencias;BARRIOS UNIDOS;2017;322
Número de lesiones comunes;BARRIOS UNIDOS;2017;746
Número de homicidios CICRI;BOSA;2017;122
Número de hurtos a personas;BOSA;2017;2991
Número de hurtos a vehículos;BOSA;2017;146
Número de hurto a establecimientos de comercio;BOSA;2017;642
Número de hurtos a residencias;BOSA;2017;616
Número de lesiones comunes;BOSA;2017;2142
Número de homicidios CICRI;CHAPINERO;2017;10
Número de hurtos a personas;CHAPINERO;2017;6886
Número de hurtos a vehículos;CHAPINERO;2017;62
Número de hurto a establecimientos de comercio;CHAPINERO;2017;1306
Número de hurtos a residencias;CHAPINERO;2017;417
Número de lesiones comunes;CHAPINERO;2017;773
Número de homicidios CICRI;CIUDAD BOLÍVAR;2017;213
Número de hurtos a personas;CIUDAD BOLÍVAR;2017;2335
Número de hurtos a vehículos;CIUDAD BOLÍVAR;2017;154
Número de hurto a establecimientos de comercio;CIUDAD BOLÍVAR;2017;392
Número de hurtos a residencias;CIUDAD BOLÍVAR;2017;420
Número de lesiones comunes;CIUDAD BOLÍVAR;2017;2070
Número de homicidios CICRI;ENGATIVÁ;2017;69
Número de hurtos a personas;ENGATIVÁ;2017;6981
Número de hurtos a vehículos;ENGATIVÁ;2017;383
Número de hurto a establecimientos de comercio;ENGATIVÁ;2017;1953
Número de hurtos a residencias;ENGATIVÁ;2017;1004
Número de lesiones comunes;ENGATIVÁ;2017;2190
Número de homicidios CICRI;FONTIBÓN;2017;20
Número de hurtos a personas;FONTIBÓN;2017;4443
Número de hurtos a vehículos;FONTIBÓN;2017;153
Número de hurto a establecimientos de comercio;FONTIBÓN;2017;1195
Número de hurtos a residencias;FONTIBÓN;2017;466
Número de lesiones comunes;FONTIBÓN;2017;1029
Número de homicidios CICRI;KENNEDY;2017;125
Número de hurtos a personas;KENNEDY;2017;8460
Número de hurtos a vehículos;KENNEDY;2017;750
Número de hurto a establecimientos de comercio;KENNEDY;2017;1767
Número de hurtos a residencias;KENNEDY;2017;1122
Número de lesiones comunes;KENNEDY;2017;2994
Número de homicidios CICRI;LA CANDELARIA;2017;6
Número de hurtos a personas;LA CANDELARIA;2017;1135
Número de hurtos a vehículos;LA CANDELARIA;2017;11
Número de hurto a establecimientos de comercio;LA CANDELARIA;2017;141
Número de hurtos a residencias;LA CANDELARIA;2017;55
Número de lesiones comunes;LA CANDELARIA;2017;202
Número de homicidios CICRI;LOS MÁRTIRES;2017;55
Número de hurtos a personas;LOS MÁRTIRES;2017;3109
Número de hurtos a vehículos;LOS MÁRTIRES;2017;98
Número de hurto a establecimientos de comercio;LOS MÁRTIRES;2017;735
Número de hurtos a residencias;LOS MÁRTIRES;2017;194
Número de lesiones comunes;LOS MÁRTIRES;2017;793
Número de lesiones comunes;OTROS;2017;83
Número de homicidios CICRI;PUENTE ARANDA;2017;26
Número de hurtos a personas;PUENTE ARANDA;2017;3637
Número de hurtos a vehículos;PUENTE ARANDA;2017;405
Número de hurto a establecimientos de comercio;PUENTE ARANDA;2017;927
Número de hurtos a residencias;PUENTE ARANDA;2017;425
Número de lesiones comunes;PUENTE ARANDA;2017;919
Número de homicidios CICRI;RAFAEL URIBE URIBE;2017;103
Número de hurtos a personas;RAFAEL URIBE URIBE;2017;2646
Número de hurtos a vehículos;RAFAEL URIBE URIBE;2017;173
Número de hurto a establecimientos de comercio;RAFAEL URIBE URIBE;2017;428
Número de hurtos a residencias;RAFAEL URIBE URIBE;2017;373
Número de lesiones comunes;RAFAEL URIBE URIBE;2017;1552
Número de homicidios CICRI;SAN CRISTÓBAL;2017;67
Número de hurtos a personas;SAN CRISTÓBAL;2017;2004
Número de hurtos a vehículos;SAN CRISTÓBAL;2017;110
Número de hurto a establecimientos de comercio;SAN CRISTÓBAL;2017;428
Número de hurtos a residencias;SAN CRISTÓBAL;2017;377
Número de lesiones comunes;SAN CRISTÓBAL;2017;1497
Número de homicidios CICRI;SANTA FE;2017;42
Número de hurtos a personas;SANTA FE;2017;5207
Número de hurtos a vehículos;SANTA FE;2017;118
Número de hurto a establecimientos de comercio;SANTA FE;2017;964
Número de hurtos a residencias;SANTA FE;2017;223
Número de lesiones comunes;SANTA FE;2017;1060
Número de homicidios CICRI;SUBA;2017;93
Número de hurtos a personas;SUBA;2017;8084
Número de hurtos a vehículos;SUBA;2017;252
Número de hurto a establecimientos de comercio;SUBA;2017;1674
Número de hurtos a residencias;SUBA;2017;1207
Número de lesiones comunes;SUBA;2017;2692
Número de hurtos a personas;SUMAPAZ;2017;1
Número de lesiones comunes;SUMAPAZ;2017;11
Número de homicidios CICRI;TEUSAQUILLO;2017;8
Número de hurtos a personas;TEUSAQUILLO;2017;5190
Número de hurtos a vehículos;TEUSAQUILLO;2017;103
Número de hurto a establecimientos de comercio;TEUSAQUILLO;2017;1021
Número de hurtos a residencias;TEUSAQUILLO;2017;396
Número de lesiones comunes;TEUSAQUILLO;2017;637
Número de homicidios CICRI;TUNJUELITO;2017;26
Número de hurtos a personas;TUNJUELITO;2017;1562
Número de hurtos a vehículos;TUNJUELITO;2017;96
Número de hurto a establecimientos de comercio;TUNJUELITO;2017;275
Número de hurtos a residencias;TUNJUELITO;2017;186
Número de lesiones comunes;TUNJUELITO;2017;634
Número de homicidios CICRI;USAQUÉN;2017;34
Número de hurtos a personas;USAQUÉN;2017;5857
Número de hurtos a vehículos;USAQUÉN;2017;112
Número de hurto a establecimientos de comercio;USAQUÉN;2017;1290
Número de hurtos a residencias;USAQUÉN;2017;796
Número de lesiones comunes;USAQUÉN;2017;1159
Número de homicidios CICRI;USME;2017;93
Número de hurtos a personas;USME;2017;1325
Número de hurtos a vehículos;USME;2017;73
Número de hurto a establecimientos de comercio;USME;2017;310
Número de hurtos a residencias;USME;2017;325
Número de lesiones comunes;USME;2017;1406
Número de homicidios CICRI;ANTONIO NARIÑO;2018;13
Número de hurtos a personas;ANTONIO NARIÑO;2018;1804
Número de hurtos a vehículos;ANTONIO NARIÑO;2018;114
Número de hurto a establecimientos de comercio;ANTONIO NARIÑO;2018;703
Número de hurtos a residencias;ANTONIO NARIÑO;2018;133
Número de lesiones comunes;ANTONIO NARIÑO;2018;515
Número de homicidios CICRI;BARRIOS UNIDOS;2018;12
Número de hurtos a personas;BARRIOS UNIDOS;2018;4571
Número de hurtos a vehículos;BARRIOS UNIDOS;2018;103
Número de hurto a establecimientos de comercio;BARRIOS UNIDOS;2018;713
Número de hurtos a residencias;BARRIOS UNIDOS;2018;331
Número de lesiones comunes;BARRIOS UNIDOS;2018;751
Número de homicidios CICRI;BOSA;2018;102
Número de hurtos a personas;BOSA;2018;4340
Número de hurtos a vehículos;BOSA;2018;197
Número de hurto a establecimientos de comercio;BOSA;2018;718
Número de hurtos a residencias;BOSA;2018;775
Número de lesiones comunes;BOSA;2018;2230
Número de homicidios CICRI;CHAPINERO;2018;10
Número de hurtos a personas;CHAPINERO;2018;10207
Número de hurtos a vehículos;CHAPINERO;2018;54
Número de hurto a establecimientos de comercio;CHAPINERO;2018;1665
Número de hurtos a residencias;CHAPINERO;2018;404
Número de lesiones comunes;CHAPINERO;2018;797
Número de homicidios CICRI;CIUDAD BOLÍVAR;2018;257
Número de hurtos a personas;CIUDAD BOLÍVAR;2018;3305
Número de hurtos a vehículos;CIUDAD BOLÍVAR;2018;195
Número de hurto a establecimientos de comercio;CIUDAD BOLÍVAR;2018;477
Número de hurtos a residencias;CIUDAD BOLÍVAR;2018;532
Número de lesiones comunes;CIUDAD BOLÍVAR;2018;2311
Número de homicidios CICRI;ENGATIVÁ;2018;35
Número de hurtos a personas;ENGATIVÁ;2018;9667
Número de hurtos a vehículos;ENGATIVÁ;2018;460
Número de hurto a establecimientos de comercio;ENGATIVÁ;2018;1951
Número de hurtos a residencias;ENGATIVÁ;2018;1207
Número de lesiones comunes;ENGATIVÁ;2018;2116
Número de homicidios CICRI;FONTIBÓN;2018;19
Número de hurtos a personas;FONTIBÓN;2018;6210
Número de hurtos a vehículos;FONTIBÓN;2018;138
Número de hurto a establecimientos de comercio;FONTIBÓN;2018;1347
Número de hurtos a residencias;FONTIBÓN;2018;415
Número de lesiones comunes;FONTIBÓN;2018;1085
Número de homicidios CICRI;KENNEDY;2018;139
Número de hurtos a personas;KENNEDY;2018;11080
Número de hurtos a vehículos;KENNEDY;2018;783
Número de hurto a establecimientos de comercio;KENNEDY;2018;1966
Número de hurtos a residencias;KENNEDY;2018;1244
Número de lesiones comunes;KENNEDY;2018;3496
Número de homicidios CICRI;LA CANDELARIA;2018;3
Número de hurtos a personas;LA CANDELARIA;2018;1573
Número de hurtos a vehículos;LA CANDELARIA;2018;6
Número de hurto a establecimientos de comercio;LA CANDELARIA;2018;192
Número de hurtos a residencias;LA CANDELARIA;2018;45
Número de lesiones comunes;LA CANDELARIA;2018;242
Número de homicidios CICRI;LOS MÁRTIRES;2018;55
Número de hurtos a personas;LOS MÁRTIRES;2018;4412
Número de hurtos a vehículos;LOS MÁRTIRES;2018;84
Número de hurto a establecimientos de comercio;LOS MÁRTIRES;2018;685
Número de hurtos a residencias;LOS MÁRTIRES;2018;157
Número de lesiones comunes;LOS MÁRTIRES;2018;1057
Número de lesiones comunes;OTROS;2018;1
Número de homicidios CICRI;PUENTE ARANDA;2018;26
Número de hurtos a personas;PUENTE ARANDA;2018;4761
Número de hurtos a vehículos;PUENTE ARANDA;2018;405
Número de hurto a establecimientos de comercio;PUENTE ARANDA;2018;1296
Número de hurtos a residencias;PUENTE ARANDA;2018;451
Número de lesiones comunes;PUENTE ARANDA;2018;1249
Número de homicidios CICRI;RAFAEL URIBE URIBE;2018;70
Número de hurtos a personas;RAFAEL URIBE URIBE;2018;3345
Número de hurtos a vehículos;RAFAEL URIBE URIBE;2018;172
Número de hurto a establecimientos de comercio;RAFAEL URIBE URIBE;2018;474
Número de hurtos a residencias;RAFAEL URIBE URIBE;2018;482
Número de lesiones comunes;RAFAEL URIBE URIBE;2018;1601
Número de homicidios CICRI;SAN CRISTÓBAL;2018;54
Número de hurtos a personas;SAN CRISTÓBAL;2018;2347
Número de hurtos a vehículos;SAN CRISTÓBAL;2018;120
Número de hurto a establecimientos de comercio;SAN CRISTÓBAL;2018;405
Número de hurtos a residencias;SAN CRISTÓBAL;2018;408
Número de lesiones comunes;SAN CRISTÓBAL;2018;1719
Número de homicidios CICRI;SANTA FE;2018;31
Número de hurtos a personas;SANTA FE;2018;7226
Número de hurtos a vehículos;SANTA FE;2018;39
Número de hurto a establecimientos de comercio;SANTA FE;2018;910
Número de hurtos a residencias;SANTA FE;2018;177
Número de lesiones comunes;SANTA FE;2018;1221
Número de homicidios CICRI;SUBA;2018;88
Número de hurtos a personas;SUBA;2018;10971
Número de hurtos a vehículos;SUBA;2018;326
Número de hurto a establecimientos de comercio;SUBA;2018;1888
Número de hurtos a residencias;SUBA;2018;1382
Número de lesiones comunes;SUBA;2018;2458
Número de hurtos a personas;SUMAPAZ;2018;3
Número de lesiones comunes;SUMAPAZ;2018;23
Número de homicidios CICRI;TEUSAQUILLO;2018;6
Número de hurtos a personas;TEUSAQUILLO;2018;6977
Número de hurtos a vehículos;TEUSAQUILLO;2018;96
Número de hurto a establecimientos de comercio;TEUSAQUILLO;2018;1144
Número de hurtos a residencias;TEUSAQUILLO;2018;395
Número de lesiones comunes;TEUSAQUILLO;2018;743
Número de homicidios CICRI;TUNJUELITO;2018;23
Número de hurtos a personas;TUNJUELITO;2018;2181
Número de hurtos a vehículos;TUNJUELITO;2018;120
Número de hurto a establecimientos de comercio;TUNJUELITO;2018;356
Número de hurtos a residencias;TUNJUELITO;2018;214
Número de lesiones comunes;TUNJUELITO;2018;892
Número de homicidios CICRI;USAQUÉN;2018;36
Número de hurtos a personas;USAQUÉN;2018;9113
Número de hurtos a vehículos;USAQUÉN;2018;158
Número de hurto a establecimientos de comercio;USAQUÉN;2018;1294
Número de hurtos a residencias;USAQUÉN;2018;843
Número de lesiones comunes;USAQUÉN;2018;1249
Número de homicidios CICRI;USME;2018;85
Número de hurtos a personas;USME;2018;1854
Número de hurtos a vehículos;USME;2018;78
Número de hurto a establecimientos de comercio;USME;2018;441
Número de hurtos a residencias;USME;2018;424
Número de lesiones comunes;USME;2018;1550
Número de homicidios CICRI;ANTONIO NARIÑO;2019;11
Número de hurtos a personas;ANTONIO NARIÑO;2019;2420
Número de hurtos a vehículos;ANTONIO NARIÑO;2019;106
Número de hurto a establecimientos de comercio;ANTONIO NARIÑO;2019;708
Número de hurtos a residencias;ANTONIO NARIÑO;2019;158
Número de lesiones comunes;ANTONIO NARIÑO;2019;429
Número de homicidios CICRI;BARRIOS UNIDOS;2019;9
Número de hurtos a personas;BARRIOS UNIDOS;2019;5433
Número de hurtos a vehículos;BARRIOS UNIDOS;2019;110
Número de hurto a establecimientos de comercio;BARRIOS UNIDOS;2019;794
Número de hurtos a residencias;BARRIOS UNIDOS;2019;302
Número de lesiones comunes;BARRIOS UNIDOS;2019;565
Número de homicidios CICRI;BOSA;2019;107
Número de hurtos a personas;BOSA;2019;5225
Número de hurtos a vehículos;BOSA;2019;209
Número de hurto a establecimientos de comercio;BOSA;2019;597
Número de hurtos a residencias;BOSA;2019;773
Número de lesiones comunes;BOSA;2019;2042
Número de homicidios CICRI;CHAPINERO;2019;15
Número de hurtos a personas;CHAPINERO;2019;13546
Número de hurtos a vehículos;CHAPINERO;2019;45
Número de hurto a establecimientos de comercio;CHAPINERO;2019;1882
Número de hurtos a residencias;CHAPINERO;2019;416
Número de lesiones comunes;CHAPINERO;2019;627
Número de homicidios CICRI;CIUDAD BOLÍVAR;2019;195
Número de hurtos a personas;CIUDAD BOLÍVAR;2019;4194
Número de hurtos a vehículos;CIUDAD BOLÍVAR;2019;176
Número de hurto a establecimientos de comercio;CIUDAD BOLÍVAR;2019;533
Número de hurtos a residencias;CIUDAD BOLÍVAR;2019;605
Número de lesiones comunes;CIUDAD BOLÍVAR;2019;2392
Número de homicidios CICRI;ENGATIVÁ;2019;53
Número de hurtos a personas;ENGATIVÁ;2019;11534
Número de hurtos a vehículos;ENGATIVÁ;2019;508
Número de hurto a establecimientos de comercio;ENGATIVÁ;2019;1839
Número de hurtos a residencias;ENGATIVÁ;2019;1213
Número de lesiones comunes;ENGATIVÁ;2019;1589
Número de homicidios CICRI;FONTIBÓN;2019;27
Número de hurtos a personas;FONTIBÓN;2019;7804
Número de hurtos a vehículos;FONTIBÓN;2019;145
Número de hurto a establecimientos de comercio;FONTIBÓN;2019;1179
Número de hurtos a residencias;FONTIBÓN;2019;452
Número de lesiones comunes;FONTIBÓN;2019;808
Número de homicidios CICRI;KENNEDY;2019;137
Número de hurtos a personas;KENNEDY;2019;13044
Número de hurtos a vehículos;KENNEDY;2019;788
Número de hurto a establecimientos de comercio;KENNEDY;2019;1780
Número de hurtos a residencias;KENNEDY;2019;1287
Número de lesiones comunes;KENNEDY;2019;3087
Número de homicidios CICRI;LA CANDELARIA;2019;2
Número de hurtos a personas;LA CANDELARIA;2019;1845
Número de hurtos a vehículos;LA CANDELARIA;2019;35
Número de hurto a establecimientos de comercio;LA CANDELARIA;2019;357
Número de hurtos a residencias;LA CANDELARIA;2019;45
Número de lesiones comunes;LA CANDELARIA;2019;266
Número de homicidios CICRI;LOS MÁRTIRES;2019;66
Número de hurtos a personas;LOS MÁRTIRES;2019;5493
Número de hurtos a vehículos;LOS MÁRTIRES;2019;79
Número de hurto a establecimientos de comercio;LOS MÁRTIRES;2019;620
Número de hurtos a residencias;LOS MÁRTIRES;2019;188
Número de lesiones comunes;LOS MÁRTIRES;2019;597
Número de lesiones comunes;OTROS;2019;22
Número de homicidios CICRI;PUENTE ARANDA;2019;35
Número de hurtos a personas;PUENTE ARANDA;2019;5803
Número de hurtos a vehículos;PUENTE ARANDA;2019;361
Número de hurto a establecimientos de comercio;PUENTE ARANDA;2019;1213
Número de hurtos a residencias;PUENTE ARANDA;2019;391
Número de lesiones comunes;PUENTE ARANDA;2019;986
Número de homicidios CICRI;RAFAEL URIBE URIBE;2019;61
Número de hurtos a personas;RAFAEL URIBE URIBE;2019;3995
Número de hurtos a vehículos;RAFAEL URIBE URIBE;2019;187
Número de hurto a establecimientos de comercio;RAFAEL URIBE URIBE;2019;499
Número de hurtos a residencias;RAFAEL URIBE URIBE;2019;421
Número de lesiones comunes;RAFAEL URIBE URIBE;2019;1483
Número de homicidios CICRI;SAN CRISTÓBAL;2019;46
Número de hurtos a personas;SAN CRISTÓBAL;2019;2856
Número de hurtos a vehículos;SAN CRISTÓBAL;2019;150
Número de hurto a establecimientos de comercio;SAN CRISTÓBAL;2019;579
Número de hurtos a residencias;SAN CRISTÓBAL;2019;359
Número de lesiones comunes;SAN CRISTÓBAL;2019;1443
Número de homicidios CICRI;SANTA FE;2019;42
Número de hurtos a personas;SANTA FE;2019;8096
Número de hurtos a vehículos;SANTA FE;2019;35
Número de hurto a establecimientos de comercio;SANTA FE;2019;801
Número de hurtos a residencias;SANTA FE;2019;158
Número de lesiones comunes;SANTA FE;2019;865
Número de homicidios CICRI;SUBA;2019;81
Número de hurtos a personas;SUBA;2019;12708
Número de hurtos a vehículos;SUBA;2019;331
Número de hurto a establecimientos de comercio;SUBA;2019;1945
Número de hurtos a residencias;SUBA;2019;1302
Número de lesiones comunes;SUBA;2019;1893
Número de hurtos a personas;SUMAPAZ;2019;0
Número de lesiones comunes;SUMAPAZ;2019;0
Número de homicidios CICRI;TEUSAQUILLO;2019;4
Número de hurtos a personas;TEUSAQUILLO;2019;8132
Número de hurtos a vehículos;TEUSAQUILLO;2019;91
Número de hurto a establecimientos de comercio;TEUSAQUILLO;2019;974
Número de hurtos a residencias;TEUSAQUILLO;2019;465
Número de lesiones comunes;TEUSAQUILLO;2019;421
Número de homicidios CICRI;TUNJUELITO;2019;38
Número de hurtos a personas;TUNJUELITO;2019;2551
Número de hurtos a vehículos;TUNJUELITO;2019;73
Número de hurto a establecimientos de comercio;TUNJUELITO;2019;341
Número de hurtos a residencias;TUNJUELITO;2019;165
Número de lesiones comunes;TUNJUELITO;2019;883
Número de homicidios CICRI;USAQUÉN;2019;33
Número de hurtos a personas;USAQUÉN;2019;10812
Número de hurtos a vehículos;USAQUÉN;2019;104
Número de hurto a establecimientos de comercio;USAQUÉN;2019;1474
Número de hurtos a residencias;USAQUÉN;2019;744
Número de lesiones comunes;USAQUÉN;2019;917
Número de homicidios CICRI;USME;2019;89
Número de hurtos a personas;USME;2019;2294
Número de hurtos a vehículos;USME;2019;104
Número de hurto a establecimientos de comercio;USME;2019;522
Número de hurtos a residencias;USME;2019;456
Número de lesiones comunes;USME;2019;1489
Número de homicidios CICRI;ANTONIO NARIÑO;2020;11
Número de hurtos a personas;ANTONIO NARIÑO;2020;1909
Número de hurtos a vehículos;ANTONIO NARIÑO;2020;120
Número de hurto a establecimientos de comercio;ANTONIO NARIÑO;2020;409
Número de hurtos a residencias;ANTONIO NARIÑO;2020;187
Número de lesiones comunes;ANTONIO NARIÑO;2020;295
Número de homicidios CICRI;BARRIOS UNIDOS;2020;9
Número de hurtos a personas;BARRIOS UNIDOS;2020;3279
Número de hurtos a vehículos;BARRIOS UNIDOS;2020;91
Número de hurto a establecimientos de comercio;BARRIOS UNIDOS;2020;581
Número de hurtos a residencias;BARRIOS UNIDOS;2020;297
Número de lesiones comunes;BARRIOS UNIDOS;2020;452
Número de homicidios CICRI;BOSA;2020;84
Número de hurtos a personas;BOSA;2020;4516
Número de hurtos a vehículos;BOSA;2020;229
Número de hurto a establecimientos de comercio;BOSA;2020;409
Número de hurtos a residencias;BOSA;2020;635
Número de lesiones comunes;BOSA;2020;1582
Número de homicidios CICRI;CHAPINERO;2020;9
Número de hurtos a personas;CHAPINERO;2020;5369
Número de hurtos a vehículos;CHAPINERO;2020;37
Número de hurto a establecimientos de comercio;CHAPINERO;2020;985
Número de hurtos a residencias;CHAPINERO;2020;366
Número de lesiones comunes;CHAPINERO;2020;383
Número de homicidios CICRI;CIUDAD BOLÍVAR;2020;210
Número de hurtos a personas;CIUDAD BOLÍVAR;2020;3633
Número de hurtos a vehículos;CIUDAD BOLÍVAR;2020;240
Número de hurto a establecimientos de comercio;CIUDAD BOLÍVAR;2020;348
Número de hurtos a residencias;CIUDAD BOLÍVAR;2020;474
Número de lesiones comunes;CIUDAD BOLÍVAR;2020;1743
Número de homicidios CICRI;ENGATIVÁ;2020;51
Número de hurtos a personas;ENGATIVÁ;2020;9006
Número de hurtos a vehículos;ENGATIVÁ;2020;407
Número de hurto a establecimientos de comercio;ENGATIVÁ;2020;1213
Número de hurtos a residencias;ENGATIVÁ;2020;981
Número de lesiones comunes;ENGATIVÁ;2020;1347
Número de homicidios CICRI;FONTIBÓN;2020;22
Número de hurtos a personas;FONTIBÓN;2020;5305
Número de hurtos a vehículos;FONTIBÓN;2020;163
Número de hurto a establecimientos de comercio;FONTIBÓN;2020;821
Número de hurtos a residencias;FONTIBÓN;2020;431
Número de lesiones comunes;FONTIBÓN;2020;640
Número de homicidios CICRI;KENNEDY;2020;143
Número de hurtos a personas;KENNEDY;2020;9546
Número de hurtos a vehículos;KENNEDY;2020;702
Número de hurto a establecimientos de comercio;KENNEDY;2020;1093
Número de hurtos a residencias;KENNEDY;2020;1020
Número de lesiones comunes;KENNEDY;2020;2196
Número de homicidios CICRI;LA CANDELARIA;2020;3
Número de hurtos a personas;LA CANDELARIA;2020;781
Número de hurtos a vehículos;LA CANDELARIA;2020;16
Número de hurto a establecimientos de comercio;LA CANDELARIA;2020;157
Número de hurtos a residencias;LA CANDELARIA;2020;46
Número de lesiones comunes;LA CANDELARIA;2020;224
Número de homicidios CICRI;LOS MÁRTIRES;2020;52
Número de hurtos a personas;LOS MÁRTIRES;2020;3362
Número de hurtos a vehículos;LOS MÁRTIRES;2020;82
Número de hurto a establecimientos de comercio;LOS MÁRTIRES;2020;446
Número de hurtos a residencias;LOS MÁRTIRES;2020;218
Número de lesiones comunes;LOS MÁRTIRES;2020;572
Número de lesiones comunes;OTROS;2020;9
Número de homicidios CICRI;PUENTE ARANDA;2020;45
Número de hurtos a personas;PUENTE ARANDA;2020;4257
Número de hurtos a vehículos;PUENTE ARANDA;2020;327
Número de hurto a establecimientos de comercio;PUENTE ARANDA;2020;642
Número de hurtos a residencias;PUENTE ARANDA;2020;483
Número de lesiones comunes;PUENTE ARANDA;2020;757
Número de homicidios CICRI;RAFAEL URIBE URIBE;2020;86
Número de hurtos a personas;RAFAEL URIBE URIBE;2020;2990
Número de hurtos a vehículos;RAFAEL URIBE URIBE;2020;174
Número de hurto a establecimientos de comercio;RAFAEL URIBE URIBE;2020;372
Número de hurtos a residencias;RAFAEL URIBE URIBE;2020;359
Número de lesiones comunes;RAFAEL URIBE URIBE;2020;1150
Número de homicidios CICRI;SAN CRISTÓBAL;2020;54
Número de hurtos a personas;SAN CRISTÓBAL;2020;2566
Número de hurtos a vehículos;SAN CRISTÓBAL;2020;131
Número de hurto a establecimientos de comercio;SAN CRISTÓBAL;2020;402
Número de hurtos a residencias;SAN CRISTÓBAL;2020;322
Número de lesiones comunes;SAN CRISTÓBAL;2020;1148
Número de homicidios CICRI;SANTA FE;2020;34
Número de hurtos a personas;SANTA FE;2020;3921
Número de hurtos a vehículos;SANTA FE;2020;40
Número de hurto a establecimientos de comercio;SANTA FE;2020;429
Número de hurtos a residencias;SANTA FE;2020;137
Número de lesiones comunes;SANTA FE;2020;659
Número de homicidios CICRI;SUBA;2020;81
Número de hurtos a personas;SUBA;2020;8818
Número de hurtos a vehículos;SUBA;2020;327
Número de hurto a establecimientos de comercio;SUBA;2020;1364
Número de hurtos a residencias;SUBA;2020;1130
Número de lesiones comunes;SUBA;2020;1633
Número de hurtos a personas;SUMAPAZ;2020;9
Número de lesiones comunes;SUMAPAZ;2020;11
Número de homicidios CICRI;TEUSAQUILLO;2020;5
Número de hurtos a personas;TEUSAQUILLO;2020;3931
Número de hurtos a vehículos;TEUSAQUILLO;2020;66
Número de hurto a establecimientos de comercio;TEUSAQUILLO;2020;586
Número de hurtos a residencias;TEUSAQUILLO;2020;375
Número de lesiones comunes;TEUSAQUILLO;2020;282
Número de homicidios CICRI;TUNJUELITO;2020;20
Número de hurtos a personas;TUNJUELITO;2020;1905
Número de hurtos a vehículos;TUNJUELITO;2020;76
Número de hurto a establecimientos de comercio;TUNJUELITO;2020;273
Número de hurtos a residencias;TUNJUELITO;2020;174
Número de lesiones comunes;TUNJUELITO;2020;541
Número de homicidios CICRI;USAQUÉN;2020;50
Número de hurtos a personas;USAQUÉN;2020;6144
Número de hurtos a vehículos;USAQUÉN;2020;114
Número de hurto a establecimientos de comercio;USAQUÉN;2020;1020
Número de hurtos a residencias;USAQUÉN;2020;661
Número de lesiones comunes;USAQUÉN;2020;710
Número de homicidios CICRI;USME;2020;67
Número de hurtos a personas;USME;2020;1884
Número de hurtos a vehículos;USME;2020;86
Número de hurto a establecimientos de comercio;USME;2020;284
Número de hurtos a residencias;USME;2020;306
Número de lesiones comunes;USME;2020;1233
Número de homicidios CICRI;ANTONIO NARIÑO;2021;14
Número de hurtos a personas;ANTONIO NARIÑO;2021;2482
Número de hurtos a vehículos;ANTONIO NARIÑO;2021;116
